pcpn,height
0.0,34.87
0.0,29.41
0.0,28.3
0.0,26.83
0.0,23.62
0.0,22.41
0.0,20.02
0.0,19.22
0.0,16.78
0.0,15.76
0.0,14.58
0.0,11.95
0.0,13.79
0.0,11.1
0.0,12.48
0.0,12.29
0.0,10.43
0.0,9.49
0.0,10.26
0.0,8.81
0.0,8.95
0.0,8.56
0.0,9.97
0.0,7.45
0.0,7.79
0.0,6.8
0.0,7.81
0.0,7.25
0.0,6.6
0.0,6.21
0.0,7.52
0.0,6.01
0.0,4.25
23.02,17.87
37.25,44.91
37.25,69.18
23.02,84.57
0.0,81.57
0.0,73.68
0.0,68.61
0.0,61.36
0.0,56.25
0.0,50.12
0.0,45.69
48.56,69.15
0.0,75.03
0.0,68.96
0.0,60.6
0.0,55.92
0.0,50.53
0.0,46.14
0.0,40.97
0.0,39.37
0.0,34.51
0.0,32.22
0.0,28.62
0.0,28.82
0.0,25.74
0.0,22.74
0.0,21.28
0.0,18.69
0.0,18.93
0.0,16.28
0.0,13.28
0.0,16.06
0.0,13.2
0.0,12.11
0.0,11.58
0.0,10.47
0.0,12.29
0.0,8.94
0.0,9.11
0.0,8.31
0.0,8.87
0.0,9.24
0.0,8.32
0.0,6.94
0.0,6.98
0.0,6.49
0.0,8.86
0.0,4.91
0.0,7.96
0.0,5.89
0.0,6.31
0.0,5.44
0.0,6.6
0.0,5.22
0.0,5.91
0.0,3.86
0.0,6.82
0.0,6.54
0.0,4.98
0.0,4.27
0.0,5.14
0.0,5.74
0.0,6.02
0.0,6.06
0.0,3.94
2.88,6.28
5.33,10.69
6.96,14.55
7.53,20.48
6.96,25.19
5.33,26.4
2.88,27.87
0.0,25.48
0.0,25.29
0.0,21.9
0.0,19.74
0.0,18.37
0.0,18.68
0.0,16.45
0.0,13.91
0.0,13.82
0.0,12.9
0.0,12.09
0.0,11.98
0.0,10.85
0.0,9.02
0.0,11.21
0.0,9.57
0.0,9.37
0.0,9.47
0.0,8.52
0.0,7.88
0.0,5.71
0.0,6.91
0.0,6.82
0.0,7.04
0.0,7.2
0.0,7.47
0.0,6.58
0.0,5.07
0.0,5.52
0.0,5.4
0.0,5.87
0.0,5.57
0.0,6.6
0.0,5.48
0.0,6.2
0.0,5.57
0.0,5.22
0.0,6.45
0.0,5.33
0.0,5.27
0.0,4.72
0.0,5.44
0.0,4.4
0.0,6.14
0.0,4.78
0.0,6.78
0.0,6.29
0.0,5.95
0.0,5.79
0.0,4.81
0.0,3.97
0.0,4.08
0.0,5.27
0.0,3.71
0.0,5.77
0.0,4.9
0.0,6.84
0.0,6.46
0.0,3.67
0.0,6.54
0.0,3.37
0.0,5.04
0.0,2.66
0.0,5.74
0.0,2.41
0.0,5.32
0.0,7.12
0.0,3.58
0.0,6.37
0.0,3.68
0.0,4.6
0.0,4.97
0.0,3.58
0.0,6.02
0.0,6.28
0.0,4.49
0.0,5.49
0.0,4.61
0.0,5.82
0.0,5.12
0.0,5.26
0.0,5.47
0.0,7.06
0.0,5.34
0.0,4.67
0.0,6.47
0.0,4.75
0.0,4.71
0.0,5.03
0.0,4.46
0.0,3.83
0.0,4.13
0.0,4.15
0.0,5.33
0.0,4.22
0.0,5.18
0.0,4.18
0.0,2.84
0.0,4.13
0.0,3.69
0.0,4.5
0.0,5.74
0.0,4.2
0.0,2.37
0.0,4.87
0.0,5.36
0.0,7.07
0.0,3.42
0.0,6.86
0.0,4.45
0.0,6.17
0.0,6.23
0.0,4.63
0.0,7.03
0.0,5.44
0.0,6.29
0.0,5.12
0.0,6.59
0.0,4.87
0.0,4.98
0.0,5.99
0.0,5.64
0.0,5.0
0.0,5.8
0.0,2.87
0.0,4.55
0.0,6.05
0.0,5.35
0.0,5.3
0.0,4.0
0.0,4.95
0.0,6.25
0.0,3.78
0.0,3.39
18.67,14.25
34.5,38.67
45.08,69.43
48.8,99.05
45.08,128.82
34.5,146.36
18.67,149.01
0.0,140.25
0.0,126.66
0.0,114.92
0.0,103.04
0.0,94.85
0.0,83.82
0.0,75.21
0.0,69.45
0.0,63.25
0.0,57.76
0.0,51.68
0.0,46.26
0.0,43.42
0.0,40.74
0.0,37.08
0.0,32.81
0.0,29.53
0.0,27.66
0.0,26.67
0.0,21.22
0.0,21.85
0.0,19.53
0.0,19.53
0.0,17.94
0.0,15.72
0.0,13.16
0.0,14.64
0.0,12.63
0.0,10.87
0.0,11.28
0.0,10.46
0.0,8.75
0.0,11.5
0.0,8.32
0.0,9.45
0.0,9.87
0.0,9.29
0.0,7.81
0.0,8.55
0.0,6.69
0.0,7.12
0.0,7.1
0.0,7.35
0.0,4.96
0.0,7.32
0.0,6.84
0.0,5.37
0.0,6.88
0.0,5.42
0.0,6.42
0.0,5.44
0.0,2.41
0.0,2.78
0.0,4.62
0.0,5.84
0.0,5.74
0.0,3.99
0.0,5.36
0.0,3.55
0.0,3.85
0.0,5.24
0.0,5.75
0.0,6.19
0.0,6.63
12.7,12.02
17.96,25.74
12.7,34.23
0.0,35.14
0.0,30.6
0.0,28.15
0.0,25.32
0.0,25.17
0.0,21.12
0.0,21.09
0.0,18.3
0.0,18.91
0.0,15.41
0.0,14.0
0.0,14.37
0.0,12.98
0.0,12.76
0.0,11.1
0.0,9.72
0.0,10.75
0.0,9.53
0.0,10.48
0.0,9.68
0.0,9.72
0.0,9.12
0.0,8.62
0.0,7.93
0.0,6.72
0.0,6.8
0.0,5.85
0.0,6.08
0.0,6.78
0.0,5.48
0.0,5.95
0.0,6.27
0.0,6.5
0.0,5.2
0.0,4.57
0.0,5.25
0.0,7.35
0.0,6.06
8.03,11.25
11.36,17.58
8.03,24.66
0.0,25.08
0.0,22.38
0.0,18.82
0.0,18.52
0.0,18.44
0.0,16.03
0.0,13.03
0.0,13.34
0.0,15.27
0.0,14.77
0.0,10.45
0.0,10.01
0.0,10.06
0.0,11.76
0.0,7.61
0.0,10.46
0.0,8.66
0.0,7.44
0.0,6.72
0.0,8.64
0.0,7.55
0.0,7.48
0.0,6.59
0.0,7.73
0.0,5.99
0.0,8.68
18.85,17.21
33.97,38.57
42.36,66.9
42.36,96.01
33.97,116.16
18.85,123.34
0.0,116.02
0.0,104.75
0.0,96.63
0.0,84.11
0.0,77.27
0.0,71.0
0.0,64.91
0.0,59.03
0.0,54.19
0.0,49.46
0.0,42.99
0.0,40.03
0.0,36.02
0.0,33.87
0.0,29.82
0.0,28.73
0.0,24.58
0.0,22.36
0.0,22.3
0.0,19.86
0.0,20.48
0.0,18.54
0.0,17.38
0.0,16.27
0.0,13.24
0.0,12.78
0.0,12.24
6.64,14.37
11.97,24.24
14.93,30.41
14.93,41.31
11.97,46.61
6.64,50.41
0.0,47.2
0.0,43.6
0.0,39.02
0.0,35.89
0.0,31.5
0.0,30.08
0.0,26.22
0.0,24.9
0.0,21.18
0.0,21.71
0.0,18.48
0.0,18.15
0.0,16.79
0.0,14.87
0.0,12.94
0.0,12.52
0.0,12.82
0.0,11.9
0.0,10.8
13.18,15.77
18.63,30.19
13.18,38.43
0.0,39.46
0.0,35.08
0.0,34.0
0.0,29.58
0.0,25.55
0.0,26.27
0.0,24.95
0.0,20.47
0.0,19.11
0.0,18.15
0.0,16.23
0.0,16.26
0.0,15.07
0.0,13.32
0.0,12.62
0.0,10.56
0.0,11.45
0.0,7.8
0.0,10.79
0.0,8.11
0.0,9.33
0.0,7.43
0.0,8.27
0.0,6.48
0.0,7.53
0.0,7.38
0.0,6.87
0.0,4.44
0.0,6.13
0.0,7.68
0.0,6.65
0.0,5.75
0.0,5.72
0.0,6.41
0.0,6.24
0.0,5.71
0.0,5.16
0.0,6.16
0.0,3.83
0.0,5.59
0.0,4.95
0.0,6.34
0.0,5.05
0.0,6.29
0.0,5.92
0.0,4.27
0.0,3.92
0.0,5.03
0.0,5.25
0.0,5.88
0.0,6.18
0.0,5.19
0.0,5.14
0.0,5.79
0.0,5.29
0.0,3.74
0.0,5.78
0.0,5.38
0.0,4.86
0.0,4.86
0.0,4.68
0.0,3.21
0.0,4.89
0.0,5.66
0.0,3.77
0.0,5.28
0.0,5.35
0.0,6.42
0.0,5.22
0.0,6.03
0.0,4.62
0.0,6.59
0.0,4.73
0.0,5.22
0.0,5.66
0.0,5.31
0.0,3.56
0.0,4.77
0.0,4.82
0.0,4.72
0.0,5.52
0.0,4.71
0.0,6.22
0.0,4.63
0.0,4.21
0.0,5.64
0.0,5.24
0.0,6.46
0.0,4.16
0.0,5.51
0.0,4.43
0.0,3.73
0.0,6.86
0.0,6.33
0.0,4.95
0.0,5.57
0.0,5.1
0.0,5.62
0.0,6.4
0.0,3.72
0.0,5.92
0.0,4.47
0.0,4.46
0.0,4.13
0.0,4.6
0.0,5.28
0.0,6.79
0.0,6.07
0.0,6.48
0.0,5.69
0.0,5.54
0.0,3.58
0.0,5.17
0.0,5.72
0.0,4.5
33.67,24.28
33.67,48.71
0.0,52.63
0.0,48.53
0.0,43.6
0.0,40.13
0.0,35.41
0.0,31.81
0.0,30.53
0.0,26.86
0.0,24.71
0.0,23.05
0.0,23.15
0.0,17.8
0.0,17.16
0.0,16.14
0.0,15.0
0.0,16.24
0.0,15.02
0.0,14.42
0.0,11.61
0.0,12.2
0.0,10.8
0.0,9.8
0.0,9.05
0.0,10.54
0.0,8.75
0.0,7.95
0.0,8.95
0.0,8.64
0.0,7.71
0.0,5.4
0.0,7.37
0.0,4.6
0.0,6.02
0.0,7.67
0.0,5.91
0.0,5.2
0.0,5.12
0.0,4.47
0.0,6.33
0.0,7.01
0.0,5.5
0.0,6.6
0.0,6.86
0.0,4.56
0.0,6.32
0.0,5.18
0.0,5.33
0.0,5.78
0.0,5.75
0.0,2.73
0.0,5.86
0.0,6.01
0.0,5.9
0.0,6.87
0.0,6.96
0.0,8.66
0.0,4.95
0.0,4.76
0.0,5.66
0.0,4.91
0.0,5.51
0.0,6.12
0.0,4.82
0.0,6.17
0.0,5.34
0.0,5.44
0.0,4.79
0.0,4.1
0.0,3.7
0.0,4.6
0.0,5.11
0.0,5.83
0.0,5.07
0.0,5.45
25.95,19.59
41.98,48.29
41.98,77.84
25.95,94.4
0.0,91.66
0.0,83.11
0.0,74.59
0.0,67.4
0.0,61.72
0.0,56.89
0.0,51.41
0.0,46.0
0.0,42.46
0.0,37.49
0.0,35.52
0.0,30.91
0.0,30.84
0.0,27.02
0.0,23.6
0.0,22.69
0.0,20.41
0.0,18.09
0.0,17.59
0.0,16.52
0.0,16.33
0.0,13.09
0.0,14.39
0.0,11.47
0.0,12.4
0.0,12.53
0.0,10.65
0.0,10.77
0.0,9.3
0.0,9.55
0.0,8.23
0.0,9.12
0.0,7.12
0.0,7.48
0.0,6.29
0.0,8.08
0.0,7.36
0.0,8.23
0.0,5.72
0.0,4.98
0.0,5.47
0.0,5.68
0.0,6.71
0.0,6.68
0.0,5.33
0.0,8.44
0.0,5.38
0.0,6.14
0.0,6.39
0.0,4.22
0.0,5.23
0.0,6.75
0.0,4.01
0.0,5.07
0.0,6.15
0.0,5.32
0.0,4.46
0.0,5.45
0.0,5.75
0.0,4.22
0.0,6.1
0.0,6.23
0.0,4.84
0.0,4.47
0.0,3.73
0.0,3.96
0.0,3.51
0.0,6.46
0.0,5.28
0.0,4.65
0.0,4.03
0.0,4.73
0.0,6.02
0.0,3.19
0.0,6.68
0.0,6.97
0.0,6.95
0.0,5.62
0.0,4.42
0.0,5.29
0.0,6.47
0.0,3.82
0.0,4.36
0.0,6.09
0.0,3.61
0.0,5.48
0.0,5.42
0.0,4.73
0.0,4.34
0.0,5.02
0.0,4.28
0.0,3.5
0.0,4.03
0.0,4.57
0.0,4.89
0.0,4.06
0.0,5.37
0.0,5.83
0.0,5.25
0.0,4.46
0.0,3.96
0.0,5.76
0.0,6.51
0.0,4.6
0.0,4.52
0.0,4.63
0.0,5.44
0.0,3.05
0.0,6.52
0.0,4.72
0.0,3.27
0.0,6.18
0.0,3.91
0.0,5.23
0.0,5.38
0.0,5.88
0.0,3.87
0.0,2.93
0.0,5.87
0.0,4.83
0.0,5.33
10.69,13.49
19.76,23.97
25.82,39.15
27.94,60.63
25.82,76.65
19.76,85.59
10.69,86.91
0.0,81.96
0.0,74.41
0.0,68.62
0.0,62.1
0.0,55.61
0.0,51.24
0.0,45.93
0.0,41.74
0.0,37.26
0.0,34.4
0.0,31.98
0.0,29.95
0.0,25.25
0.0,24.47
0.0,22.28
0.0,22.3
0.0,18.98
0.0,17.75
0.0,16.58
0.0,17.45
0.0,14.71
0.0,14.27
0.0,14.03
0.0,12.28
0.0,10.85
0.0,10.07
0.0,9.83
0.0,8.71
0.0,8.62
0.0,9.28
0.0,7.37
0.0,9.03
0.0,7.81
0.0,6.71
0.0,8.49
0.0,6.19
0.0,5.59
0.0,5.63
0.0,5.99
0.0,6.48
7.86,9.67
0.0,10.7
0.0,11.65
0.0,11.43
0.0,8.92
0.0,8.12
0.0,7.78
0.0,9.85
0.0,8.13
0.0,7.54
0.0,6.43
0.0,7.17
0.0,6.06
0.0,8.07
0.0,8.79
0.0,6.66
0.0,6.6
0.0,4.81
0.0,4.81
0.0,4.09
0.0,5.82
0.0,6.49
0.0,6.52
0.0,4.74
0.0,8.11
0.0,7.16
0.0,4.54
0.0,4.32
0.0,6.01
0.0,5.46
0.0,4.74
0.0,5.57
0.0,5.88
0.0,5.24
0.0,5.36
0.0,3.32
0.0,4.11
0.0,4.07
0.0,5.85
0.0,5.94
0.0,5.95
0.0,4.09
0.0,5.83
0.0,4.74
0.0,8.25
0.0,4.3
0.0,5.13
0.0,5.28
0.0,4.79
0.0,5.32
0.0,5.4
0.0,4.51
0.0,4.34
0.0,5.08
0.0,4.86
0.0,4.53
0.0,4.08
0.0,5.49
0.0,5.72
0.0,4.56
0.0,5.6
0.0,6.01
0.0,5.47
0.0,4.17
0.0,5.9
0.0,4.01
0.0,5.08
0.0,5.28
0.0,5.61
0.0,5.59
0.0,4.17
0.0,5.31
0.0,2.52
0.0,6.36
0.0,5.17
0.0,5.54
0.0,6.24
0.0,5.59
0.0,5.72
0.0,4.94
0.0,4.67
0.0,4.47
0.0,5.65
0.0,6.14
0.0,5.78
0.0,4.03
0.0,5.26
0.0,5.37
0.0,6.23
0.0,4.55
0.0,4.67
0.0,4.12
0.0,3.82
0.0,4.37
0.0,4.49
0.0,4.94
0.0,3.38
0.0,5.02
0.0,6.44
0.0,5.11
0.0,5.62
0.0,4.31
0.0,5.42
0.0,3.89
0.0,5.07
0.0,4.39
0.0,3.5
0.0,5.08
0.0,4.02
0.0,5.5
0.0,6.07
0.0,3.44
0.0,6.61
6.62,9.23
12.24,16.57
15.99,26.84
17.31,39.65
15.99,48.05
12.24,55.59
6.62,55.65
0.0,51.88
0.0,47.03
0.0,43.24
0.0,39.91
0.0,37.2
0.0,34.9
0.0,31.79
0.0,27.91
0.0,25.65
0.0,23.01
0.0,22.54
0.0,18.62
0.0,18.16
0.0,19.79
0.0,15.96
0.0,13.87
0.0,14.51
0.0,12.54
0.0,11.77
0.0,11.56
0.0,11.3
0.0,10.75
0.0,9.84
0.0,9.47
0.0,8.54
0.0,9.09
0.0,8.75
0.0,6.92
0.0,6.47
0.0,5.52
0.0,7.66
0.0,7.85
0.0,7.14
0.0,6.39
0.0,6.88
0.0,6.38
0.0,5.87
0.0,6.93
30.51,23.44
30.51,46.35
0.0,49.22
0.0,45.79
0.0,39.38
0.0,35.75
0.0,34.19
0.0,30.03
0.0,30.22
0.0,24.93
0.0,24.72
0.0,21.62
0.0,21.27
0.0,18.85
0.0,18.12
0.0,17.53
0.0,15.35
0.0,12.46
0.0,13.88
0.0,11.3
0.0,9.97
0.0,9.47
0.0,9.93
0.0,9.97
0.0,9.79
0.0,8.85
0.0,7.68
0.0,7.48
0.0,8.95
0.0,8.25
0.0,7.28
0.0,7.55
0.0,7.44
0.0,6.06
0.0,6.09
0.0,5.82
0.0,5.89
0.0,7.3
0.0,5.15
0.0,6.08
0.0,5.99
0.0,5.61
0.0,5.96
0.0,5.33
0.0,5.14
0.0,5.3
0.0,5.42
0.0,4.77
0.0,6.78
0.0,4.96
6.43,9.46
11.58,17.48
14.44,25.63
14.44,34.5
11.58,41.48
6.43,45.36
0.0,43.48
0.0,39.88
0.0,36.36
0.0,30.97
0.0,30.39
0.0,26.05
0.0,26.15
0.0,22.45
0.0,20.1
0.0,18.82
0.0,17.22
0.0,16.49
0.0,17.6
0.0,13.16
0.0,12.56
0.0,14.71
0.0,11.99
0.0,10.89
0.0,11.8
0.0,9.05
0.0,11.53
0.0,9.4
0.0,10.25
0.0,8.88
0.0,7.67
0.0,7.33
0.0,6.87
0.0,6.05
0.0,7.88
0.0,5.86
0.0,5.95
0.0,5.89
0.0,6.48
0.0,5.69
0.0,6.04
0.0,6.52
0.0,4.79
0.0,8.39
0.0,6.11
0.0,4.98
0.0,5.67
0.0,5.68
0.0,5.7
0.0,5.45
0.0,3.92
0.0,5.38
0.0,5.5
0.0,3.76
0.0,4.84
0.0,3.73
0.0,5.04
0.0,6.07
0.0,5.44
0.0,5.32
0.0,1.91
0.0,4.36
0.0,4.26
0.0,4.13
0.0,5.28
0.0,5.31
0.0,3.89
18.32,15.66
33.86,37.14
44.24,68.01
47.88,97.74
44.24,125.92
33.86,141.3
18.32,146.04
0.0,137.48
0.0,124.21
0.0,111.17
0.0,103.84
0.0,92.02
0.0,84.66
0.0,75.24
0.0,68.12
0.0,62.41
0.0,58.4
0.0,51.15
0.0,46.24
0.0,42.75
0.0,39.12
0.0,35.4
0.0,31.56
0.0,28.48
0.0,24.34
0.0,25.41
0.0,23.17
0.0,22.33
0.0,22.06
0.0,18.13
0.0,17.21
0.0,16.12
0.0,13.86
0.0,12.02
0.0,11.72
0.0,13.37
0.0,10.24
0.0,12.41
0.0,8.65
0.0,8.78
0.0,9.65
0.0,9.19
0.0,5.88
0.0,8.52
0.0,8.36
0.0,7.49
0.0,5.32
0.0,7.07
0.0,6.93
0.0,6.02
0.0,7.18
0.0,6.53
0.0,4.42
0.0,7.76
0.0,5.86
0.0,7.21
0.0,5.22
24.6,20.35
34.79,42.05
24.6,60.71
0.0,62.85
0.0,56.13
0.0,52.22
0.0,45.7
0.0,42.2
0.0,38.13
0.0,33.22
0.0,32.48
0.0,30.56
0.0,25.49
0.0,22.66
0.0,21.84
0.0,21.89
0.0,21.2
0.0,18.65
0.0,18.33
0.0,17.81
0.0,14.47
0.0,10.53
0.0,14.07
0.0,11.31
0.0,11.12
0.0,13.19
0.0,11.44
0.0,8.47
0.0,8.18
0.0,7.73
0.0,8.06
0.0,7.59
0.0,9.0
0.0,7.09
0.0,7.66
0.0,6.92
0.0,6.81
0.0,5.67
0.0,6.34
0.0,6.68
0.0,5.61
0.0,6.71
0.0,6.0
0.0,5.11
0.0,4.36
0.0,3.67
0.0,6.51
0.0,5.35
0.0,5.45
0.0,4.73
0.0,5.91
0.0,4.77
0.0,5.35
0.0,6.43
0.0,5.31
0.0,5.66
0.0,4.0
0.0,6.41
0.0,4.06
0.0,4.31
0.0,5.53
0.0,5.07
0.0,5.93
0.0,6.68
0.0,4.36
0.0,6.44
0.0,5.98
0.0,6.42
0.0,4.3
0.0,4.2
0.0,4.78
0.0,4.44
0.0,4.7
0.0,5.84
0.0,3.23
0.0,4.23
0.0,3.97
0.0,3.72
0.0,3.52
0.0,3.7
0.0,4.74
0.0,6.5
0.0,5.5
0.0,5.83
0.0,4.87
0.0,4.48
0.0,4.51
0.0,6.62
0.0,6.16
0.0,4.53
0.0,6.13
0.0,5.95
0.0,3.42
0.0,6.33
0.0,5.68
0.0,5.18
0.0,4.0
0.0,2.71
0.0,3.8
0.0,4.7
0.0,3.57
0.0,4.61
0.0,4.69
0.0,6.11
0.0,5.66
0.0,4.54
0.0,2.24
0.0,6.31
0.0,3.99
0.0,5.7
0.0,4.8
0.0,5.49
0.0,6.5
0.0,4.4
0.0,7.08
0.0,6.13
0.0,4.12
0.0,5.23
0.0,4.89
0.0,4.84
0.0,5.0
0.0,4.71
0.0,3.43
0.0,8.05
0.0,6.83
0.0,3.14
0.0,5.84
0.0,5.44
0.0,6.98
0.0,4.71
0.0,3.39
0.0,3.96
0.0,5.3
0.0,5.26
0.0,5.33
0.0,3.63
0.0,5.54
0.0,4.59
0.0,6.29
0.0,3.52
0.0,5.7
0.0,4.08
0.0,4.33
0.0,5.98
0.0,5.04
0.0,4.98
0.0,5.92
0.0,7.06
0.0,5.27
0.0,5.62
0.0,4.23
0.0,5.22
0.0,4.99
0.0,5.64
0.0,3.57
0.0,5.3
0.0,4.64
0.0,3.84
0.0,6.44
0.0,3.85
0.0,6.68
0.0,5.63
0.0,4.27
0.0,5.36
0.0,5.23
0.0,5.2
0.0,3.11
0.0,4.19
0.0,4.21
0.0,5.83
0.0,5.34
0.0,5.66
0.0,6.86
0.0,4.7
0.0,4.58
0.0,4.68
0.0,4.94
0.0,5.04
0.0,5.3
0.0,4.12
0.0,6.0
0.0,6.58
0.0,6.16
0.0,4.73
0.0,5.23
0.0,5.53
0.0,5.08
0.0,4.72
0.0,5.47
0.0,7.16
0.0,4.04
0.0,5.71
0.0,6.26
0.0,4.63
0.0,5.78
0.0,4.49
0.0,4.98
5.99,8.33
10.37,16.56
11.97,23.41
10.37,31.11
5.99,32.37
0.0,32.22
0.0,29.17
0.0,26.29
0.0,22.85
0.0,22.77
0.0,19.67
0.0,17.84
0.0,17.84
0.0,16.53
0.0,15.22
0.0,14.69
0.0,13.28
0.0,12.86
0.0,14.52
0.0,9.53
0.0,11.17
0.0,10.08
0.0,8.95
0.0,9.12
0.0,8.95
0.0,7.42
0.0,6.7
0.0,8.29
0.0,6.79
0.0,7.41
0.0,6.08
0.0,6.03
0.0,6.61
0.0,4.79
0.0,5.03
0.0,7.18
0.0,5.69
0.0,6.38
0.0,4.86
0.0,5.76
0.0,4.28
0.0,3.89
0.0,5.56
0.0,5.89
13.28,13.27
23.93,29.7
29.85,49.99
29.85,68.32
23.93,83.21
13.28,88.87
0.0,81.09
0.0,74.59
0.0,69.93
0.0,61.76
0.0,58.15
0.0,49.71
0.0,46.45
0.0,42.8
0.0,37.79
0.0,35.64
0.0,30.78
0.0,29.43
0.0,25.4
0.0,24.55
0.0,23.9
0.0,21.14
0.0,19.62
0.0,18.46
0.0,16.83
0.0,14.82
0.0,14.66
0.0,14.45
0.0,13.39
0.0,11.87
0.0,11.74
0.0,10.31
0.0,9.74
0.0,8.38
0.0,10.2
0.0,9.29
0.0,9.47
0.0,7.54
0.0,5.35
0.0,7.39
0.0,6.59
0.0,6.13
0.0,7.19
0.0,6.87
0.0,5.26
0.0,4.99
0.0,6.45
0.0,6.5
0.0,7.13
0.0,5.34
0.0,6.49
0.0,6.66
0.0,4.28
0.0,4.58
0.0,3.54
28.22,21.7
0.0,25.81
0.0,24.54
0.0,19.03
0.0,20.54
0.0,21.29
0.0,18.02
0.0,15.35
0.0,16.06
0.0,14.1
0.0,14.42
0.0,14.43
0.0,10.77
0.0,10.38
0.0,10.26
0.0,10.11
0.0,10.08
0.0,6.18
0.0,7.4
0.0,8.47
0.0,7.12
0.0,8.99
0.0,7.19
0.0,6.99
0.0,5.61
0.0,6.12
0.0,5.65
0.0,6.24
0.0,6.2
0.0,5.26
0.0,5.51
0.0,6.49
0.0,5.62
0.0,5.9
28.61,20.47
40.47,48.6
28.61,70.94
0.0,71.18
0.0,65.78
0.0,56.82
0.0,51.95
8.33,53.95
13.47,56.97
13.47,65.39
8.33,65.6
0.0,62.82
0.0,55.86
0.0,49.53
0.0,46.53
0.0,41.99
0.0,38.48
0.0,34.73
0.0,32.26
0.0,29.32
0.0,26.25
0.0,23.95
0.0,22.25
0.0,19.28
0.0,20.24
0.0,16.82
0.0,15.65
0.0,15.52
0.0,13.38
0.0,12.68
0.0,14.21
0.0,11.09
0.0,10.69
0.0,10.07
0.0,11.23
0.0,10.22
0.0,8.3
0.0,8.9
0.0,9.9
0.0,7.48
0.0,10.36
0.0,8.57
0.0,6.93
0.0,6.5
0.0,6.35
0.0,7.29
0.0,7.0
0.0,4.8
0.0,4.95
0.0,6.41
0.0,6.5
0.0,7.85
0.0,4.44
0.0,4.71
0.0,6.05
0.0,6.21
0.0,4.54
0.0,5.7
0.0,5.45
0.0,3.23
0.0,6.41
0.0,4.22
0.0,4.3
0.0,6.29
0.0,5.24
0.0,6.77
0.0,4.88
23.82,17.83
41.25,47.66
47.64,78.14
41.25,106.66
23.82,119.07
0.0,113.7
0.0,102.44
0.0,92.78
0.0,82.92
0.0,76.89
0.0,69.0
0.0,62.54
0.0,56.08
0.0,50.64
0.0,47.18
0.0,43.92
0.0,38.87
0.0,36.89
0.0,34.55
0.0,29.8
0.0,26.82
0.0,24.95
0.0,23.12
0.0,20.99
0.0,19.62
0.0,17.44
9.96,22.49
17.26,32.46
19.93,45.35
17.26,58.0
9.96,60.8
0.0,57.32
0.0,54.0
0.0,47.32
0.0,44.24
0.0,37.68
0.0,35.35
0.0,32.32
0.0,29.17
0.0,27.89
0.0,24.07
0.0,23.42
0.0,20.72
0.0,18.79
0.0,20.22
0.0,15.45
0.0,16.64
0.0,15.69
0.0,12.81
0.0,11.83
0.0,10.37
0.0,12.42
0.0,9.91
0.0,9.76
0.0,10.49
0.0,8.57
0.0,10.09
0.0,9.84
0.0,6.96
0.0,9.58
0.0,9.35
0.0,7.41
0.0,8.47
0.0,8.24
0.0,6.83
0.0,4.46
0.0,8.33
0.0,7.81
0.0,6.2
0.0,6.81
0.0,6.71
0.0,6.06
0.0,6.52
0.0,6.29
0.0,5.12
0.0,5.86
0.0,5.06
0.0,5.36
0.0,2.83
0.0,4.0
0.0,5.01
0.0,5.06
0.0,4.63
0.0,4.21
0.0,4.96
0.0,5.42
0.0,4.78
0.0,5.19
0.0,3.62
0.0,4.77
0.0,5.41
0.0,4.97
32.98,23.59
46.65,54.45
32.98,81.5
0.0,78.88
0.0,73.17
0.0,67.5
0.0,59.56
0.0,55.26
0.0,48.68
0.0,45.18
0.0,40.18
0.0,36.13
0.0,34.81
0.0,32.13
0.0,28.19
0.0,26.25
0.0,24.98
0.0,22.16
0.0,20.75
0.0,19.26
0.0,16.96
0.0,16.42
0.0,14.52
0.0,14.74
0.0,13.78
0.0,12.54
0.0,12.78
0.0,11.87
0.0,11.14
0.0,12.22
0.0,9.49
0.0,8.93
0.0,9.27
0.0,8.59
0.0,7.99
0.0,6.84
0.0,7.32
0.0,7.86
0.0,5.26
0.0,6.4
0.0,8.66
0.0,7.42
0.0,7.12
0.0,6.37
0.0,6.9
0.0,6.41
0.0,5.97
0.0,5.92
0.0,5.21
0.0,4.62
0.0,4.11
0.0,3.71
0.0,5.84
0.0,5.05
0.0,4.88
0.0,5.74
0.0,5.52
0.0,4.75
0.0,5.35
0.0,4.25
0.0,5.58
2.87,6.52
5.3,10.11
6.93,13.77
7.5,21.8
6.93,25.13
5.3,27.87
2.87,28.54
0.0,25.68
0.0,24.13
0.0,22.87
0.0,18.78
0.0,17.62
0.0,17.4
0.0,17.0
0.0,15.05
0.0,13.93
0.0,12.02
0.0,12.89
0.0,12.48
0.0,12.52
0.0,11.13
0.0,9.0
0.0,8.71
0.0,8.68
0.0,8.85
0.0,8.03
0.0,6.5
0.0,7.79
12.88,15.83
23.8,30.56
31.1,49.6
33.66,74.55
31.1,91.07
23.8,102.39
12.88,108.73
0.0,98.52
0.0,90.82
0.0,80.96
0.0,73.31
0.0,67.65
0.0,58.78
0.0,55.38
0.0,48.62
0.0,45.95
0.0,41.94
0.0,38.08
0.0,32.99
0.0,32.19
0.0,26.57
0.0,25.18
22.26,34.97
36.01,59.76
36.01,82.81
22.26,97.45
0.0,91.7
0.0,84.0
0.0,75.74
0.0,65.96
0.0,62.23
0.0,56.59
0.0,51.86
0.0,47.29
0.0,43.54
